Bairro,Quartos,Banheiros,Metros Quadrados,Idade Predio,Jardim,Garagem,Andares,Vista,Estado Predio,Preco (£),Tipo Imovel_Detached House,Tipo Imovel_Semi-Detached,Tipo Aquecimento_Electric Heating,Tipo Aquecimento_Gas Heating,Tipo Aquecimento_Underfloor Heating,Varanda_Low-level Balcony,Varanda_No Balcony,Materiais_Laminate Flooring,Materiais_Marble,Materiais_Wood,Estilo Interior_Industrial,Estilo Interior_Minimalist,Estilo Interior_Modern
2291252.17166484,2,3,206,51,1,1,1,1830933.7961990314,1.0,2472000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1269667.4420759259,1,3,152,52,1,1,3,1830933.7961990314,2.0,1013333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1957530.1587836633,3,3,64,79,1,1,3,1878492.504550762,0.0,682666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2452519.6210561837,4,3,105,44,1,0,2,1816293.2844578985,1.0,1680000,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1333340.3054610975,5,2,117,82,0,1,2,1765154.3733213572,2.0,858000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1957530.1587836633,4,3,87,89,1,0,2,1830933.7961990314,1.0,928000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269667.4420759259,3,2,155,33,1,1,3,1878492.504550762,1.0,1550000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2282196.407549343,4,2,165,39,0,1,3,1912561.396328897,1.0,2090000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2452519.6210561837,4,1,109,30,1,1,1,1816293.2844578985,2.0,2180000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2452519.6210561837,3,3,88,4,1,1,2,1878492.504550762,0.0,1760000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,4,1,185,17,1,0,3,1912561.396328897,2.0,2664000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269667.4420759259,5,1,91,78,1,0,1,1765154.3733213572,0.0,728000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,2,2,199,83,1,0,3,1878492.504550762,1.0,2388000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2291252.17166484,2,1,51,85,1,1,1,1878492.504550762,1.0,918000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1507524.1155518438,3,1,87,19,1,1,2,1765154.3733213572,2.0,835200,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1957530.1587836633,1,1,89,87,1,0,1,1912561.396328897,0.0,1139199,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1333340.3054610975,3,2,53,26,1,1,2,1765154.3733213572,2.0,583000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957530.1587836633,4,1,227,98,0,1,1,1912561.396328897,0.0,3631999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1333340.3054610975,5,1,123,94,1,0,3,1830933.7961990314,0.0,1082400,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2452519.6210561837,3,3,212,73,0,0,2,1830933.7961990314,1.0,3392000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1957530.1587836633,3,1,186,67,1,1,2,1816293.2844578985,2.0,2380800,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1626371.6486530523,5,1,160,61,0,0,2,1830933.7961990314,1.0,1663999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1626371.6486530523,1,3,207,89,0,1,1,1878492.504550762,1.0,1793999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507524.1155518438,3,3,143,19,1,1,1,1912561.396328897,0.0,1716000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1957530.1587836633,1,2,154,18,1,1,2,1765154.3733213572,1.0,1971199,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1333340.3054610975,4,2,243,4,0,1,2,1765154.3733213572,2.0,2673000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2452519.6210561837,3,1,114,69,1,1,2,1765154.3733213572,1.0,2280000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2452519.6210561837,1,1,51,4,1,0,2,1765154.3733213572,1.0,816000,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,2,1,198,65,1,0,2,1765154.3733213572,2.0,1320000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1626371.6486530523,2,1,174,74,0,1,1,1765154.3733213572,0.0,1508000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2282196.407549343,4,3,211,40,0,1,2,1912561.396328897,1.0,4009000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1626371.6486530523,1,3,229,94,0,0,3,1830933.7961990314,2.0,2977000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1269667.4420759259,4,2,104,97,1,0,2,1878492.504550762,0.0,693333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1781150.6260902958,3,1,82,79,1,1,1,1878492.504550762,0.0,1148000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1626371.6486530523,2,2,246,90,1,0,1,1912561.396328897,2.0,2558400,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2452519.6210561837,4,3,214,21,1,1,2,1912561.396328897,1.0,4280000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1626371.6486530523,4,1,137,14,0,1,3,1830933.7961990314,1.0,1781000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2452519.6210561837,1,1,137,35,0,0,2,1830933.7961990314,1.0,1826666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2291252.17166484,1,3,76,45,0,1,3,1878492.504550762,1.0,1094400,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2291252.17166484,1,1,103,76,1,0,3,1765154.3733213572,2.0,1236000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1824983.7475390674,2,2,140,89,0,1,2,1912561.396328897,0.0,2100000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1333340.3054610975,2,3,185,66,1,1,1,1765154.3733213572,2.0,2034999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1626371.6486530523,3,3,208,65,1,0,3,1816293.2844578985,2.0,2704000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2452519.6210561837,5,2,142,62,1,1,3,1765154.3733213572,2.0,2840000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1824983.7475390674,5,2,239,79,1,0,3,1765154.3733213572,0.0,2390000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2291252.17166484,4,2,77,32,1,1,3,1765154.3733213572,0.0,924000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781150.6260902958,5,3,162,5,0,1,1,1765154.3733213572,2.0,1512000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1781150.6260902958,1,3,206,85,0,1,1,1765154.3733213572,1.0,2884000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2291252.17166484,2,1,190,29,1,0,1,1765154.3733213572,0.0,2736000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2291252.17166484,5,3,100,46,0,1,2,1830933.7961990314,2.0,1440000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,1,2,202,84,0,0,3,1830933.7961990314,0.0,3070399,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1781150.6260902958,5,2,141,97,1,0,2,1830933.7961990314,0.0,1579200,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1781150.6260902958,3,2,206,96,1,0,2,1765154.3733213572,0.0,1922666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1269667.4420759259,5,2,203,36,1,1,3,1912561.396328897,2.0,1353333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626371.6486530523,5,1,177,46,0,0,1,1912561.396328897,1.0,2301000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1957530.1587836633,5,3,216,23,0,0,1,1765154.3733213572,2.0,2304000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1269667.4420759259,2,1,86,49,0,0,2,1816293.2844578985,2.0,573333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1269667.4420759259,3,2,71,17,0,0,2,1830933.7961990314,1.0,710000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2291252.17166484,5,3,64,18,0,0,3,1765154.3733213572,2.0,768000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1824983.7475390674,1,1,242,70,1,1,1,1878492.504550762,0.0,2904000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1957530.1587836633,3,2,153,1,1,1,3,1765154.3733213572,2.0,2448000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1824983.7475390674,3,2,187,95,1,1,2,1816293.2844578985,1.0,2805000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1957530.1587836633,3,1,179,18,1,1,2,1765154.3733213572,0.0,2291200,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1269667.4420759259,1,3,209,13,0,1,1,1878492.504550762,1.0,1393333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2291252.17166484,5,1,66,13,0,1,1,1912561.396328897,1.0,1188000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1781150.6260902958,1,1,127,67,0,1,3,1912561.396328897,1.0,1422400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1626371.6486530523,4,1,123,19,0,1,1,1830933.7961990314,1.0,1599000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2282196.407549343,5,2,154,79,1,1,1,1830933.7961990314,0.0,2340799,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2282196.407549343,4,1,128,65,1,0,2,1912561.396328897,2.0,2432000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2282196.407549343,1,1,73,25,0,0,2,1878492.504550762,0.0,1109600,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2452519.6210561837,2,2,239,52,0,0,3,1816293.2844578985,2.0,3824000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1626371.6486530523,4,1,134,13,1,1,1,1912561.396328897,1.0,1742000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2452519.6210561837,1,2,189,20,1,0,2,1878492.504550762,2.0,3780000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,4,3,111,59,1,0,1,1830933.7961990314,1.0,1687200,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1333340.3054610975,4,2,249,93,0,1,2,1765154.3733213572,1.0,1826000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1781150.6260902958,4,1,152,33,1,1,1,1830933.7961990314,1.0,2128000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2452519.6210561837,3,1,249,38,0,1,3,1912561.396328897,0.0,3984000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,4,2,53,14,0,1,2,1765154.3733213572,2.0,530000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1333340.3054610975,5,1,227,59,0,1,2,1912561.396328897,1.0,1664666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1507524.1155518438,5,1,184,59,0,1,2,1878492.504550762,1.0,1766400,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1824983.7475390674,3,1,57,82,0,0,2,1830933.7961990314,1.0,684000,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1824983.7475390674,5,2,148,5,0,1,2,1912561.396328897,2.0,1776000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1626371.6486530523,4,2,229,48,1,1,2,1878492.504550762,0.0,2977000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1957530.1587836633,5,2,229,83,1,1,1,1830933.7961990314,2.0,3664000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1333340.3054610975,4,3,248,38,0,1,2,1878492.504550762,1.0,2182399,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1781150.6260902958,1,2,187,98,1,1,1,1830933.7961990314,1.0,2618000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1824983.7475390674,1,1,85,54,1,0,1,1912561.396328897,0.0,1275000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1626371.6486530523,4,3,160,6,0,0,3,1830933.7961990314,1.0,1663999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2452519.6210561837,3,2,147,33,1,0,3,1912561.396328897,1.0,2940000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2291252.17166484,2,3,155,25,1,1,3,1765154.3733213572,1.0,2790000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1824983.7475390674,2,2,96,52,0,0,2,1912561.396328897,0.0,960000,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1957530.1587836633,1,1,102,41,0,1,3,1816293.2844578985,1.0,1305600,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1957530.1587836633,4,1,232,3,0,1,2,1830933.7961990314,2.0,2969599,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1781150.6260902958,3,2,88,52,1,1,1,1816293.2844578985,1.0,1232000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2282196.407549343,1,1,101,87,1,1,2,1830933.7961990314,0.0,1535199,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,5,1,235,26,0,1,1,1912561.396328897,2.0,1566666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,2,2,144,10,1,1,2,1816293.2844578985,1.0,2592000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1824983.7475390674,5,2,80,87,1,0,1,1830933.7961990314,1.0,1200000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1957530.1587836633,3,2,63,74,1,0,3,1830933.7961990314,0.0,806400,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2291252.17166484,5,3,109,80,0,0,3,1830933.7961990314,1.0,1962000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1957530.1587836633,3,2,163,72,1,1,3,1765154.3733213572,2.0,1738666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1824983.7475390674,3,2,152,44,0,0,3,1830933.7961990314,1.0,2280000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1269667.4420759259,4,1,227,14,0,1,3,1912561.396328897,0.0,1816000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1269667.4420759259,4,3,131,47,0,0,1,1878492.504550762,2.0,1048000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,2,3,132,71,1,1,1,1765154.3733213572,1.0,1584000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1269667.4420759259,3,2,133,14,0,0,2,1765154.3733213572,1.0,1064000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2282196.407549343,5,2,214,20,1,0,3,1878492.504550762,1.0,4066000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2282196.407549343,1,1,162,26,0,0,3,1830933.7961990314,2.0,3078000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2452519.6210561837,4,1,225,30,1,1,1,1816293.2844578985,2.0,4500000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2282196.407549343,4,2,223,26,1,0,1,1912561.396328897,2.0,3389599,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1269667.4420759259,4,2,189,35,1,0,3,1816293.2844578985,2.0,1890000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1333340.3054610975,2,1,108,14,0,0,3,1816293.2844578985,0.0,1188000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,2,3,140,22,0,1,1,1912561.396328897,1.0,2660000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1781150.6260902958,2,3,172,1,1,0,2,1816293.2844578985,1.0,1605333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1626371.6486530523,4,1,218,15,1,0,1,1765154.3733213572,1.0,2834000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1781150.6260902958,4,1,90,66,1,1,2,1830933.7961990314,1.0,840000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2282196.407549343,1,3,59,95,0,1,1,1765154.3733213572,2.0,896799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,2,2,77,48,1,0,1,1878492.504550762,1.0,975333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2282196.407549343,5,3,63,75,1,0,1,1816293.2844578985,2.0,1197000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1957530.1587836633,1,3,199,22,0,0,3,1830933.7961990314,1.0,3184000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1957530.1587836633,5,2,114,68,1,1,3,1765154.3733213572,0.0,1216000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1626371.6486530523,2,1,117,14,0,0,2,1830933.7961990314,2.0,1216799,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1626371.6486530523,5,2,95,33,0,0,2,1912561.396328897,2.0,1235000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2282196.407549343,4,1,198,53,0,0,3,1912561.396328897,2.0,3009600,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2452519.6210561837,5,2,120,99,0,1,1,1830933.7961990314,1.0,1920000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1781150.6260902958,1,2,64,61,1,0,2,1878492.504550762,2.0,896000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1626371.6486530523,5,2,239,2,1,0,2,1878492.504550762,0.0,2485600,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,3,2,81,33,1,0,2,1878492.504550762,2.0,1458000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1781150.6260902958,2,1,141,7,0,1,1,1830933.7961990314,1.0,1316000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626371.6486530523,1,2,226,94,0,0,1,1912561.396328897,0.0,1958666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2282196.407549343,2,1,128,88,0,0,2,1765154.3733213572,2.0,1621333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2291252.17166484,3,2,192,35,0,0,1,1878492.504550762,2.0,3456000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1824983.7475390674,2,2,213,78,0,0,3,1765154.3733213572,1.0,2130000,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1626371.6486530523,4,3,53,91,1,1,3,1816293.2844578985,2.0,459333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1781150.6260902958,4,1,248,64,1,0,3,1912561.396328897,1.0,2777600,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2452519.6210561837,4,2,213,34,0,1,3,1878492.504550762,1.0,3408000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824983.7475390674,3,2,73,94,1,0,3,1765154.3733213572,0.0,876000,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2291252.17166484,1,2,52,5,0,0,3,1816293.2844578985,1.0,748800,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1269667.4420759259,2,2,104,48,0,1,3,1912561.396328897,0.0,1040000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626371.6486530523,2,3,191,2,1,0,3,1878492.504550762,1.0,1986399,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1507524.1155518438,3,1,70,10,0,0,3,1816293.2844578985,2.0,840000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1333340.3054610975,5,3,131,12,1,0,3,1912561.396328897,2.0,1441000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2282196.407549343,3,1,116,31,1,0,2,1912561.396328897,0.0,1763199,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1507524.1155518438,1,2,119,72,0,1,2,1765154.3733213572,1.0,1428000,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2282196.407549343,5,1,207,68,1,0,1,1912561.396328897,0.0,3146400,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1957530.1587836633,1,2,102,97,0,0,1,1878492.504550762,0.0,1632000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291252.17166484,3,2,247,74,1,1,1,1912561.396328897,2.0,3556800,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1824983.7475390674,5,3,122,9,1,0,1,1830933.7961990314,0.0,1830000,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1333340.3054610975,3,3,133,45,1,1,2,1765154.3733213572,1.0,975333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1507524.1155518438,3,2,113,61,1,1,3,1765154.3733213572,2.0,1356000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
